star,client,source,company,ville,ecart,reponse_absente,reponse_negative,reponse_positive,date_annee,date_mois,date_jour,Commentaires_reduit
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8666666666666667,adhéré l'offre infinity abonnement payant permet plus payer frais port conditions d'éligibilité indiquées ameublement/ mobilier éligible ainsi partie beauté parfum/ cosmétique /soins corps visage santé sauf commandez petit fauteuil produits anti-rides cela n'est pris compte frais port demandés quoi correspondent conditions d'éligibilité induire erreur l'acheteur potentiel 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8666666666666667,erreur shoowroom privé taille l'article aucun échange possible ni dédommagement n'ont accepté petit bon d'achat vrais voleurs fichus l'air cadeaux noël maman normal tromper beaucoup commandes inadmissible plus jamais fuir 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8666666666666667,déçue depuis plus d'un mois plusieurs messages site n'ai réponse demande sav téléphone dont garantie termine fin décembre  
2,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8333333333333334,retour payantinadmissible gratuit autres sites aps besoin aller affranchir colis client depuis années recommanderai plus jamais 
5,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8333333333333334,recommande site j'utilise depuis longtemps sans aucun problèmes j'en quarantaine commandes déroule prévu si malheur souci commande peut arriver bien sûr si changez d'avis service après vente rapide efficace 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8333333333333334,"bonjour déconseille passer achats site client depuis nombreuses années commande d'un table  , euros arrivé abimée n'avons accepté commande // mail service client envoyé indiquant remboursement ferait  jours n'ayant reçu appelle début novembre m'indique qu'il faut rentre iban somme trop importe fais direct conseiller téléphone remboursement devait s'effectuer ensuite  jours // n'ai malgré - appels envoyé service finance mise demeure paiement sous  jours si n'ai  jours j'irai porter plainte vol.site sérieux déconseille.numero commande     "
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8333333333333334,arnaque voulus donné troisième chance site pareil plupart temps visibilité marque base hi-tech commandé ourson bascule perd visses route sav genial sécurité enfant annulent commandent après  jours sans geste commercial faites marques articles air beau préférez largement veepee encore zalando-privé 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8,colis arrivé première abîmé point relais refuse colis appelant m'ont dit colis allait être vérifié emballé nouveau.je reçois nouveau colis point relais emballage juste carton posé trous.j'ai accepté colis cadeau noël vue délais livraison peur recevoir temps déballant rendu compte produit défectueux prefere garder l'ai reçu pense pouvoir sauver.ce n'est parce produit moins cher l'on doit accepter n'importe quoi.plus jamais showroom privé 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8,- petite commande  articles fournisseur expédiée seulement  colis ok grave - réception l'article moins cher colis  hhhh dépassement délai livraison aucune information eme colis ok= > réclamation booom réponse showroom privé d'abord permettez-moi présenter sincères excuses gêne occasionnée.par ailleurs informe commande expédiée seulement  colis reçu date //.le deuxième rencontré anomalie lors expédition.pourriez-vous préciser réponse cet email articles non-reçus commande réception cette information lance recherches auprès service logistique celles-ci peuvent nécessiter jusqu  jours calendaires hhhh - jours après l'envoi références > aucune information merci showroomprivé bonne stratégie arnaquer 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.8,site fuir service client inexistant j'attends remboursement depuis plus d'un mois évidemment réponds mails pense n'aurai jamais remboursement 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.7333333333333333,fiable commandé peluche loutre bruits blancs fils plus d'un mois après veille livraison reçois message m'annonçant commande incomplete qu'il manque cet article déçue colère déconseille site si veut être sûre d'avoir l'article acheté aucun dédommagement juste remboursement n'est digne d'une grande enseigne fuyez 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.7333333333333333, étoile peux mettre moins site mérite aucune etoile arnaque totale commandé paire ugg semaine dernière cadeau noel aujourd hui reçois trop contente pressée ouvre paquet là ben forcément chaque bon article vieux modèle énervée appelle service client lorsque dis inadmissible femme répond ben madame faut fier photos risques acheter ligne demande geste commercial audace rire nez si voulez perdre argent temps surtout fuyez 
2,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.7333333333333333,dommage qu'après maintes appels téléphonique part service clientèle incapable donner réponse correcte plusieurs appels plusieurs réponses différentes soucis oneybank 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.7,nul capable envoyer commande correctement chaque galere chaque dois renvoyer desormais sans 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.7,acheté meuble livré carton éventré meuble cassé contacté showroom demandé photos etc semaine plus tard n'ai aucune réponse malgré mails appelle demande patienter cela dépend réponse fournisseur date showroom bien conserver paiement n'ai marchandise aucune réponse éventuel remboursement échange 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.7,site malhonnête reçu commande après plus mois attente devinez quoi envoyé autres produits déconseille site 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.7,voici dealabs fameux site bon extrêmement compromis l'intéressement lié l'affiliation vient bannir or dealabs publie sans vergogne méthodes contourner blocage d'utilisation code promo macif pouvant être utilisé site showroomprivé site marchand s'évertue vain restreindre maximum l'utilisation codes vente carte cadeau parvenant contrainte sans moindre justification bannir comptes dealabs publiant méthode codes va l'encontre l'intérêt showroomprivé déteste point l'idée qu'on puisse saisir autorités compétentes mettre fin dérives showroomprivé dealabs préfére suivre voie showroomprivé bannir comptes ainsi commentaires peu élogieux sites font vivre dealabs compromission totale quant showroom bannissent comptes ceux utilisent méthode codes macif vente carte cadeaux sans jamais prévenir donner moindre explication surtout continuant d'encaisser l'argent si n'est motif suffisant saisir ddpp ........ j'espere qu'un maximum personnes laisseront arrêteront d'être soumis lois cette entente cordiale entre dealabs showroomprivé consisrtant vouloir taire ceux s'en remettent loi 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6666666666666666,commandé ipad reconditionné grade à+ reçu produit état lamentable sale accessoires origine vol pur simple plus vente mensongère.a fuir 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.7333333333333333,non seulement mettent mois livrer - articles non commandés - mettent aussi mois rembourser articles annulés eux-mêmes service client plus plus arrogant non-serviable achetez plus grand monde top service client remboursement jour scan retour là  millions références choix.showroom devenu honte s'en foutent largement vendre mauvaise qualité grosses erreurs livraison d'avoir service client minable plus doit chercher numéro téléphone internet va savoir pourquoi 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6666666666666666,inadmissible d'avoir payer  euros retour photo trompeuse j'hésiterai dorénavant commander site lequel pouvons mettre commentaires 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6666666666666666,colis incomplet sans avis contenu ..... veulent savoir.une arnaque voleurs ca rassure seule.jamais recommanderai 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6333333333333333,plus d'un mois d'attente dire finalement trouvé colis nul 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6333333333333333,énorme blague personne présente téléphone dit sais lire comment dois parler veut dire comment appelle grosse arnaque autant service client site  euros perdu 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6333333333333333,montres christian lacroix showroomprive tocmade in china meme modèle sans christian lacroix '' aliexpress ; 
5,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6333333333333333,première commande passée showroom privé super contente.tous articles là aussi bien espérais colis arrivé  jours avance 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6333333333333333,commanderais plus jamais showroom chaises acheter août complètement cassé novembre niveau soudures.très dangereuses dit service client l'usure qu'il garantie  mois fournisseurs.plus jamais showroom 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6,commandé article devais arriver  novembre reçu aujourd hui juste  jours plus tard ouvrant colis celui commandé 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.6,commandez jamais meubles là bas vêtements oui reste notamment meubles s'abstenir soucis voir forum  millions consommateurs transporteur service client promets rappeler promène semaines durant.perte temps d'argent sérieux 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.5666666666666667,suite erreur bug site commande réglée deux bientôt mois réponse malgré plusieurs mails envoyés daignent répondre remboursement non plus plus cliente sérieux 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.5666666666666667,erreur commande bonne couleur ni bonne marque marque dessous celle commander terme qualité possible ravoir bonne commander donne € bon d'achat gest commerciale qu'ils différence plus € entre commande inadmissibles 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.5333333333333333,# showroomprive # kairababodrumprincess délogement place force # voyagedemerde # arnaque # dgccrf # policedutourisme normalement prévu cette hôtel # dujabodrumbylablanche # ftivoyages # ftivoyage # pasdereponse # horslaloi # dgccrf voyage / / pour personnes  chambres vue merdélogé force plus heure route plus loin prévu aucune information préalable passons devant hôtel chauffeur veut arrêter attendu hôtel personne expliquer lhorreurplage minuscule insalubre photos appui serveurs sales aucun vigile entrée hotel accessible importe qui.aucune étoile signalé enseignepas nettoyage chambres aucun changement linge état hotel chambres catastrophe discothèque seul animation etait ouverte période haute repas faible niveau hygiène horriblesi voulez vidéos photos dossier complet contactez moinous demandons expressément respecter loil'article l- code tourisme détermine encadre responsabilité l'agence voyages cadre d'une vente voyage forfait loi prévoit prestataire cadre responsable plein droit bonne exécution séjour conformément dispositions contrat c'est-à-dire voyageur mécontent peut indemniser directement auprès l'agence voyages quelle l'origine mécontentement seule force majeure imputable voyageur peuvent exonérer l'agence voyages. # showroomprive # ftitouristik # fti_touristikon propose j- retour aller duja blanche chambres achetées prévues initialement vu mer petites vue montagne journée plus moins vacance déjà  jours réception demander aide showroom propose  remboursement € blague 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.5333333333333333,site arnaque vend produit site ali expresse plus cher by-graziella store h han queen official store .vraiment decu trop tard revenir produite ..... 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.5333333333333333,passé ere commande n'ai reçu notification réception colis relais commande renvoyée mis temps refaire parvenir.et là  ème commande j'achète boucles d'oreilles envoyées mauvais relais colis demande qu'on renvoie dit oui j'attends  semaine  semaines  semaines  mois envoyant toutes semaines mail savoir où quoi réponds cours bout  mois semaine m'énerve réponds peuvent plus renvoyer qu'il faut j'attends u e autre vente site donne bon d'achat  euros site scandaleux recommanderais plus jamais service client bien pourris 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.5333333333333333, dernières commandes problèmes  commande d'un collier noël plus stock après semaines d'attentes m'ont enfin remboursé coup cadeau noël fameuse livraison garantie avant noël - commande housse couette nouvelle après semaines remboursement suite encore déçu -commande d'un coffre scandinave plaque visser / souhaitant être remboursé voulais garder produit demande remplacement disponible ventes encours livraison h l'envoi pièce manquante bien propose vulgairement bon d'achat euros 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.5,lamentable reçois colis nom l'intérieur commande d'une autre personne toutes coordonnées showroom refuse prendre contact l'échange colis seule proposition retourner l'article contre remboursement guetter prochaine vente éventuellement recommander l'article voulais aucun effort côté aucun dédommagement débrouiller retourner l'article reçu erreur si veux être remboursée service clients nul aucune considération quelle question réponse là phrase stéréotype si bout mail n'aviez robots fuir 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.5,commande récemment passé livraison affiche reçu appli sauf jour reçoit lendemain biensur bon article commande environ e frais livraison plus volumineux article puisqu agit étendoir retour reçoit poubelle service client met moins  jours chaque répondre mails aucun échange non directement remboursement renvoyant produit tellement pressée mettre fin discussion dise envoi plus vite remboursement vraiment déçu tous cas commanderais plus éviter 
2,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.4666666666666667,après  commandes consécutives où déçue j'arrête frais showroomprive.com.a chaque livraison catastrophe cliente plus perdue plus s'en fichent ciao 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.4666666666666667, mois j'attends remboursement n'arrive 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.4666666666666667,service client exécrable personne contact vient raccrocher nez appel h -- peu flexibilité mauvais service showroom refuse échange site vendeur existence réelle - existe donner illusion activité commerciale hors ventes privées soupçonne création marques type « diamantaire » co créer illusion activité commerciale hors vente privée indiquent prix disant réel client voit réduit x vp showroom afin laisser convaincre achat effet essaie contacter vendeur aucun contact téléphonique aucune adresse si service après vente multi marque faut saisir organismes compétents matière protection droit consommateurs commanderai plus site 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.4666666666666667,suite commande passée double / ere commande notée « erreur » site showroomprivee annulé aussitôt commande / remboursé commande euros passée site.le service client informe agit erreur service deux erreur informatiques commande annulée.relance téléphonique mail fais demande patienter jusqu aujourd hui afin « service financier traite demande » rappelle aujourd hui indique renseigné iban site sauf cela jamais demandé temps traitement personnes téléphone/mail jamais pris temps consulter dossier erreur humaine bref erreur humaine effectivement honteux géant showroomprive lâcherai remboursent doivent 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.43333333333333335,pris voyage via offres site offre tromper dates appeler service client afin échanger dates répondent plus place dates impossible changer connecte site reste places dates voulue service client nul plus mensongers plus offrent deux jours parc port aventura vendredi  novembre parc fermer rappeler service client veut savoir attention si prenez voyage novembre  fuir vraies arnaqueurs couvrent derrières leurs astérix pourtant cliente fidèle divers achats commanderais plus site 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.4,mécontent fais  jours devais recevoir colis mail d'information déconseille gens dessus personnellement rachèterai plus dessus.et possibilité contacter travers leurs appli 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.4,commander si etes garder commandeproduit livre defectueux antivol refus remboursement delai peu depasse merci dasy si peu comprehension probleme remboursement deja rencontre derniere 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.4,cliente assez régulière site problème produit reçu rayé valise devais offrir demande renvoyer là déjà impossible directement site via liens classiques puis après  contacts mails  appels plus  h passé jamais aucun rappel service client répond l'instant délai dépassé produit qu'on fera rien.là trop vrai abus preuves réclamations appels vais rester là 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.4,commande ice-watch effectuée récemment site colis reçu  produits yves rocher laver mains l'avait encore jamais celle contacte service client exposer faits souci va rembourser ba oui stock verrais jamais couleur montre demande renvoyer produits reçus fais aujourd'hui reçois e-mail part bien réceptionné article commande ice-watch toutefois plusieurs produits retour peuvent être ni repris ni échangés.comme stipulé article  conditions générales vente certains produits éligibles droit rétractation plus seuls produits présents colis conformes ceux indiqués formulaire retour peuvent être traités acceptés retour respectant conditions évoquées incapacité prendre compte retour colis renverrons l'adresse livraison initiale commande colis comprenant produit suivant dont pouvons traiter accepter retour * ice-watchj'espère blague showroomprive allez rapidement rembourser € devez terminé achats site n'est première problèmes commandes fini 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.3666666666666667,dommage qu'il ya moyen mettre zéro service client imcopetent pose question répondent réponse déjà présent email code promos qu'il envoie grosse arnaque dise sans minimum d'achat après disent montant doit être supérieur bon d'achat grrrr déçu s'il propose offre interesent certaine vente 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.3333333333333333,commandé housse couette mi-octobre l'ai reçu c'était prévu sauf mauvaise surprise ouvrant l'emballage voir housse déchirée tachée l'emballage neuf aucune détérioration appelant service client comprendre qu'ils remettent faute prestataire livraison mauvaise autre j'avais commandé deux paires chaussures j'en bien reçu deux dont n'était modèle commandé taille résultat retour showroom privé perdre temps conneries escrocs voleurs déconseille commander site prenez téléconseillers parlent correctement français déjà mal cela évitera mauvaise compréhension 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.3333333333333333,bonjour après deux dernières commandes prix déjà onéreux moins € deux articles selon poids prix port presque triplés aujourd'hui tube ml crème plus showroomprive.com demande non sans honte plus  € viens livrer aspirateur robot best of robot environ  € colissimo adresse conviendrez différence poids énorme ainsi celle volume colis parle l'assurance relative valeur l'article cependant remarqué chaque showroomprive.com améliore site prix livraisons dom/com/tom deviennent exorbitants sans raison valable n'est dû fournisseur prétendent colissimo demande autant livrer unique tube crème  ml pouvez tous vérifier testant n'importe quelle adresse guadeloupe saint-martin.j'ai l'impression cette partie france souvent oubliée voire prise otage peut-être qu'ils décidé payer cette partie france retour investissement sais trouve cela scandaleux qu'ils répondent prix normal fournisseur peuvent tester n'importe quel site fournisseur livraisons via poste colissimo adresse guadeloupe saint-martin livraison d'un tube crème  ml dom/com € testé plusieurs autres articles pensant qu'il s'agissait d'une erreur tee-shirt paire chaussures serviette bref prix n'est  article après cela monte plus  € personnellement tant prix port reviendra normale m'abstiendrai d'ailleurs peut-être objectif sais qu'il existe effet lobbies font souvent pressions sorte demeurions vie chère but certains s'enrichissent empêchant d'accéder prix raisonnables métropole déception totale d'une ancienne cliente cdlt.sabrina 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.26666666666666666,deux dernières commandes achat tente enfant simplement jamais envoyée aucun dédommagement patiente depuis plus deux mois nouvelles colis achat lampe solaire reçue sans capteur solaire retourne motif non conforme mauvais choix showroom jugeant motif bon rembourse moitié.faire attention motif renvoi 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.26666666666666666,déçu enseigne après passé plusieurs commande  jours passe commande trompant touche valider paiement contact afin d'annuler commande afin puisse ré passer m'informe mensualité débité équivaut  euro rembourse sous  jours final retrouve débit eurro plus montant total commande  euro met découvert contact réponse soucis informatique ok arrive si pense réellement cas demande faites dédommager biensur vais payer ago attendans remboursement réponse comprend part comprendre faites réellement surtout enseigne vôtre trouve désolant d'avoir cette attitude envers client assumer erreur client doit empatir d'une disant erreur informatique d'une erreur techniciens téléphonique depuis remboursé  euro jattend reste qu'ils cense rembourser sous a  jours ouvrés depuis  jour d'annulation jattend 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.26666666666666666,cette entreprise beaucoup changé j'effectue achats depuis quelques années n'étais déçue service aujourd'hui complètement déçue commandes partiellement expédiées pourtant lors l'achat validation articles stock n'arrive comprendre raison plus aucune possibilité pouvoir livrer ultérieurement quelqu'un m'explique 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.23333333333333334,quelle incompétence agents rigolent lorsqu parle téléphone autre raccroche nez autre sait quoi parleplus jamais 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.23333333333333334,honteux commande d'une valeur € passée  septembre devait être livrée h nouvelle showroom ni livraison durant  mois complet charge d'apeller l'entreprise livraison tnt signale bien commande attente peut livrer showroom envoyé demande livraison… showroom renvoie balle dit patienter ...... finalement  octobre showroom décide d'annuler commande rembourser sous  jours  novembre remboursée  jours encore d'attente fichent royalement tête client téléphone furieuse attente € ..... fuyez 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.2,acheté showroomprivé suspension reçue abîmée .le service client refuse remboursement délai  jours dépassé cependant inadmissible payer objet tant dégradé correspondant aucunement descriptif vente déçue service 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.2,commande / d'une centrale vapeur.date livraison prévue / déjà long rapport d'autres sites er mail disant livraison retard /et voilà ème mail m'annonçant encore retard /honteux inadmissible d'autant paiement contre bien encaissé temps heures plus jamais 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.2, mois retard livraison aucun moyen contacter compliqué site inutile prix gonflés disant  remise trouverez prix magasin pignon rue 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.16666666666666669,nul nul nul vraiment déçu site amené nouvelle cliente payé reçu commande retour n'ai eu.concernant service client aucune réponse part pffff autant aller vente privée moins n'avez fausse arnaque concernant filleuls date anniversaire fuir showromm prive arnaque arnaque arnaque 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.13333333333333333,décue. commandes passées récemment voyant historique ni confirmées mail m'en inquiétée auprès d'eux réponse souci paypal aucune info site éventuel souci paypal  ventes terminées honorées 
2,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.13333333333333333,lors commandes différentes lieu d'avoir lors d'une commande jouets table d'activité jeu croquets jouets l'intéreur l'extérieur d'une maisonpareil dernière commande lieu d'avoir paire chaussure colis n°sp petite fille j'attendais tant ho surprise impossible erreur part recois paire taille  lieu  évidemment impossible retourner ligne retour n'existe pourtant moins  jours.pourtant borderau indiquez taille .au lieu d'avoir chemise petit fils reçu paire chaussette taille et encore anectode j'avais commandé août short bain little marcel rouge noir surprise colis j'avais qu'un deux short l'autre n'était carton préparateurs commandes sérieux font n'importe quoi resté erreurs inacceptable faut attendre mois demi recevoir commande 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.1,quelle arnaque site commanderai plus jamais dimanche // commande régle meuble salle bain € après règlement message dit transaction abouti étonne recommence manip exactement message disant transaction abouti abandonne dit irai finalement acheter ikea plus simple.quelle horreur lendemain aperçois compte bancaire  transactions bien passées prélevées compte € appelle demande remboursement urgence expliquant situation répondent attendre livraison  meubles fin novembre refuser celles ci puis attendre remboursement avant fin décembre voilà comment trésorerie dos clients mettant mouise dégoûtée façon compte rouge cause site fuir absolument 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.1,attendre mois colis final bonne paire chaussure colère remonté dernière achète site 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.06666666666666668,commandé lustres ozcan // lors commande indiqué date livraison // mois après.quelques jours avant livraison reçois mail dit commande peut être honorée problème approvisionnement fournisseur.showroomprive s'assoit législation matière publicité interdit vendre surtout d'encaisser l'on stock.je veux répondre mail possible répond dois passer compte/service clients.j'explique législation l'escroquerie s'en une.on répond qu'il différence entre stock virtuel celui fournisseur.je réponds lorsqu client commande suffit regarder stock dispo fournisseur.qu'en état cause si met date livraison l'on l'article stock retour législation matière publicité j'exige livraison.le // vois '' lustres nouveau vente site fiche là n'est première cela arrive souvent.j'ai recommandé.si refait encore coup l'annulation remboursement dépose plainte auprès ddpp 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.03333333333333333,l'article convient frais retour charge manteau pantalon  euros frais expédition.les autres sites similaires retours gratuits fini showroom privé 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.9090909090909091,0.03333333333333333,commandé erreur bijou plus  euros suite annulé somme prélevée n'avais confirmé vente ; j'appelle ; remboursement annoncé  jours max j'attends  jours rappelle changent date d'annulation commande antidatent plus  jours m'annoncent délai  jours  jours l'argent bloqué carrefour racheté showroomprivé exporté leurs pratiques abusives recommande site 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9999999999999999,transporteur choisi tellement nul réexpédition commande encore nulle devais recevoir colis // l'ai reçu aussi contacté service client réexpédier commande vendredi dernier reçu nouveau numéro suivi tellement déçu cette expérience d'achat showroom privé 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9999999999999999,catastrophique évitez fuyezmeuble commandé août reçu temps septembre parties meuble manquantes monté moitié cela  mois dossier traîne reçu geste commercial ni aucun remboursement relancé  minimum entre mails téléphones.avec appui assoc consommateurs compte porter plainte 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9666666666666667,site voleurs passé commande d'un sac mi septembre livraison annoncé  octobre rends point relais indiqué commande mauvaise surprise colis renseigne auprès service client incapable renseigner sujet colis question.après  jours non réponse efficace demande remboursement exprime mécontentement relatif fausses informations suivi commande compte.le colis annoncé livré depis nombreux échanges mail service client.cerise gâteau encore incohérence remboursement doit lieu  jours ouvrés selon suivi commande site réponses mail service client stipule rembourser lorsque colis retourné service totalement inacceptable n'ai banque d'une société commerciale incapable tracer colis résumé arnaque totale fuir aussi plus proximité service client permet écrire utilisant prénom lamentable encore 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9666666666666667,déçu site vend articles soi-disant bonne qualité prix démarquer hors beaucoup marques contrefaçon trouve lamentable grosse arnaque mauvaise qualité 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9666666666666667,bonjour tous recommande showroom si souhaitez deplacez plusieurs point relais après plusieurs mails stipulant commande si voulez apprendre commande retournée qu'il faudra attendre j qu'on renvoie puis j ouvrés qu'elle arrive qu'il faut quémander geste commercial plus ridicule acceptez renvoyer autre point relais disant voulez commande arrive erreurs renseigner points relais habilités recevoir livraison recevoir mail disant commande bien réexpédiée point relais d'origine finalement annuler commande n'en pouvez plus contacter  service client quelle expérience agréable sais comment débrouillent n'ai jamais souci autres sites bien fais erreur répares professionnalisme non faisant tourner client bourrique 
5,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9666666666666667,commande arrivée retard cause livreur contacté sav showroomprivé réactif conseiller réponds bien questions mails faits demandé ouvrir enquête retrouver colis bien voulu rembourser frais livraison bon d'achat sans condition d'achat.j'ai reçu colis  jours après merci encore 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9333333333333333,pire pire plus jamais commande showroom privé moitié colis reçu limite faut supplier puisse rembourser argent ailleurs attends 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9333333333333333,catastrophe conseillers servent parfois parlent mal français.des réponses mails automatiques répondent aucune question.ma commande alliance diamant  septembre dernier livraison prévue  octobre aujourd'hui  octobre savent dire où colis contre bien débités compte banque aucun problème marche bien aucune solution autant dire qu'ils préoccupe savoir si j'aurais alliance jour mariage 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9333333333333333,commandé produit showroomprive normalement devais bénéficier d'un code usage unique '' fonctionné selon service clientèle peut utiliser dire noté l'application qu'une seule fois.usage unique signifie commande unique indication l'application simulation interdite recommande showroomprive publicité mensongère déformant offres disant promotionnelle 
1,1,0,0,0,0.06993006993006994,1,0,0,0.6666666666666856,0.8181818181818182,0.9,site plus jamais lors commande met adresse domicile livraison choisi point relais ajouter point relais h adresse connu showomprivee faudrait peut être être jour peux plus annuler commande faut attendre  jours colis reviens entrepôt réexpédition quoi sert puisque service client trouve aucun point relais ah bon pourtant site côté propose pleins peuvent envoyer trop loin rapport premier point relais pourquoi vois rapport expédier h quoi soucis tellement saouler laisser tomber demander remboursement total commande sans oublier aucun service client discourt renvoie balle commence bien étrangers bout fil comprennent jamais leurs dit leurs travail mal horreur heure actuelle attend remboursement 
